timestamp,value
1668297600000,54112
1668902400000,50014
1669507200000,50906
1670112000000,42820
1670716800000,42845
1671321600000,38428
1671926400000,38281
1672531200000,39595
1673136000000,32210
1673740800000,25936
1674345600000,29706
1674950400000,23162
1675555200000,22741
1676160000000,23735
1676764800000,25049
1677369600000,28578
1677974400000,35999
1678579200000,53129
1679184000000,50554
1679788800000,45830
1680393600000,36837
1680998400000,47070
1681603200000,50557
1682208000000,53746
1682812800000,56552
1683417600000,56897
1684022400000,61902
1684627200000,60043
1685232000000,59100
1685836800000,67496
1686441600000,73907
1687046400000,50986
1687651200000,38822
1688256000000,51374
1688860800000,54035
1689465600000,51045
1690070400000,49561
1690675200000,57270
1691280000000,55845
1691884800000,65258
